file_name,paper_title,paper_discipline,student_level,student_gender,speaker_status,speaker_l1,paper_type,paper_features
LIN.G1.06.1,German Fricatives,Linguistics,First Year Graduate,Female,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
LIN.G1.06.2,Perceptions of Speaker in Computer-Mediated Communication,Linguistics,First Year Graduate,Female,NS,,Proposal,
LIN.G1.06.3,Variation in Existential Constructions,Linguistics,First Year Graduate,Female,NS,,Report,Reference to sources
LIN.G1.06.4,Critique of Landau's Explanation of Super-Equi,Linguistics,First Year Graduate,Female,NS,,Critique,
LIN.G2.01.1,On Question Operators in Chinese Wh-multiple Questions,Linguistics,Second Year Graduate,Female,NNS,Mandarin,Report,"Discussion of results section, Literature review section, Reference to sources"
LIN.G2.01.2,A Dynamic POS-Tagging-Learned Approach of Chinese WSD,Linguistics,Second Year Graduate,Female,NNS,Mandarin,Proposal,"Definitions, Methodology section, Tables, graphs or figures, Reference to sources"
LIN.G2.01.3,Reviewing 'On Sense and Reference',Linguistics,Second Year Graduate,Female,NNS,Mandarin,Report,"Tables, graphs or figures, Reference to sources"
LIN.G2.02.1,Meng- and Wh- Movement in Malay / Indonesian: Review of Cole &amp; Hermon 1998,Linguistics,Second Year Graduate,Female,NS,,Critique,"Tables, graphs or figures, Reference to sources"
LIN.G2.03.1,A CVX theory of Dutch Syllable Structure,Linguistics,Second Year Graduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
LIN.G3.01.1,Conversation as a 'Collaborative Achievement',Linguistics,Third Year Graduate,Female,NNS,"Cantonese, Mandarin",Report,
LIN.G3.01.2,'Lazy Pronunciation' and the Ideologies of Cantonese Standardization,Linguistics,Third Year Graduate,Female,NNS,"Cantonese, Mandarin",Report,"Problem-solution pattern, Literature review section, Reference to sources"
LIN.G3.02.1,A Multi-lingual Segmenter by Using Viterbi Algorithm,Linguistics,Third Year Graduate,Female,NNS,Mandarin,ResearchPaper,"Abstract, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
MEC.G0.02.1,Report on Vapor Compression Cycle Training Cart Testing,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Methodology section, Problem-solution pattern, Discussion of results section, Reference to sources"
MEC.G0.03.1,Manufacturing System Design for a Car Assembly Process,Mechanical Engineering,Final Year Undergraduate,Male,NS,,Proposal,"Abstract, Methodology section, Tables, graphs or figures"
MEC.G0.04.1,Thermoelectric Waste Heat Recovery for a Toyota Prius,Mechanical Engineering,Final Year Undergraduate,Female,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Definitions, Problem-solution pattern, Reference to sources"
MEC.G0.05.1,Design Modifications to Reduce Vibration on Electric Vehicle Drive Shaft,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Tables, graphs or figures, Problem-solution pattern, Discussion of results section, Reference to sources"
MEC.G0.06.1,Safety Shield Test Fixture,Mechanical Engineering,Final Year Undergraduate,Male,NS,,Report,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.07.1,Human Fall Monitoring Using MEMS Accelerometers,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
MEC.G0.08.1,Fall-related hip fractures and injury avoidance maneuvers,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
MEC.G0.08.2,Identification of Best Damping Material for Impact Vibrations through Solid Wood Flooring Using MEMS Accelerometer,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.08.3,Modeled Flow Around a Swimmer and their Head to Evaluate TYR's Patented Design,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.08.4,2D Flow through Channel with Step for 6 k-epsilon Models in Fluent,Mechanical Engineering,Final Year Undergraduate,Male,NS,,Report,"Methodology section, Discussion of results section, Tables, graphs or figures"
MEC.G0.08.5,Unsteady Flow Across Pipe,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Tables, graphs or figures, Discussion of results section"
MEC.G0.08.6,Investigation of a Microprocessor Chip Cooling System,Mechanical Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.10.1,Predicting the Biomechanical Behavior of Aortic Tissue Using Constitutive Models,Mechanical Engineering,Final Year Undergraduate,Female,NNS,Tamil,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.11.1,ME395 - Aluminum Toughness Testing Lab Report,Mechanical Engineering,Final Year Undergraduate,Female,NS,,Report,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.11.2,ME395 - Thermodynamic Performance of VCC Training Carts,Mechanical Engineering,Final Year Undergraduate,Female,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G0.12.1,Attitude Control Report,Mechanical Engineering,Final Year Undergraduate,Female,NS,,Report,"Tables, graphs or figures"
MEC.G1.01.1,Energy Harvesting Using an Embedded Piezoelectric in a Bicycle Tire: Proof of Concept,Mechanical Engineering,First Year Graduate,Male,NS,,ResearchPaper,"Methodology section, Discussion of results section, Literature review section, Tables, graphs or figures, Reference to sources"
MEC.G1.02.1,Autobody structure mini project,Mechanical Engineering,First Year Graduate,Male,NNS,Korean,Proposal,"Tables, graphs or figures, Problem-solution pattern, Discussion of results section"
MEC.G1.03.1,Detection and Avoidance of Pedestrians: Literature Review,Mechanical Engineering,First Year Graduate,Female,NS,,Report,"Problem-solution pattern, Reference to sources"
MEC.G1.04.1,Product Development in a Competitive Global Environment,Mechanical Engineering,First Year Graduate,Male,NNS,Marathi,Proposal,"Problem-solution pattern, Tables, graphs or figures"
MEC.G1.05.1,Turbulence in internal combustion engines,Mechanical Engineering,First Year Graduate,Female,NNS,Malayalam,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
MEC.G1.05.2,A Discussion of Research into Cyclic Flow Variations in Internal Combustion Engines,Mechanical Engineering,First Year Graduate,Female,NNS,Malayalam,Report,"Discussion of results section, Literature review section, Reference to sources"
MEC.G1.06.1,Results of material properties testing for aluminum specimens,Mechanical Engineering,First Year Graduate,Male,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G1.07.1,Anaylsis of midsize car,Mechanical Engineering,First Year Graduate,Male,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures"
MEC.G1.08.1,Multiphase Flow Final Project,Mechanical Engineering,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Problem-solution pattern, Discussion of results section, Reference to sources"
MEC.G1.09.1,Water Irrigation Pump Final Report,Mechanical Engineering,First Year Graduate,Female,NNS,Hindi,Report,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Definitions, Problem-solution pattern, Reference to sources"
MEC.G2.01.1,Simulation of Quantum Dot Formation Using Finite Element Method,Mechanical Engineering,Second Year Graduate,Male,NNS,Chinese,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G2.03.1,Achieving 100% Renewable Electricity: A University of Michigan Case Study,Mechanical Engineering,Second Year Graduate,Male,NNS,Hindi,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
MEC.G2.04.1,Provably Stable Walking Gaits for a 3-link Robot with Point Feet,Mechanical Engineering,Second Year Graduate,Male,NS,,ResearchPaper,"Tables, graphs or figures, Reference to sources"
MEC.G3.01.1,Feedforward and feedback control of lane keeping by the human driver,Mechanical Engineering,Third Year Graduate,Male,NNS,Chinese,ResearchPaper,"Abstract, Discussion of results section, Tables, graphs or figures, Reference to sources"
MEC.G3.02.1,A Pressure Dependent Plasticity Model of Nitinol,Mechanical Engineering,Third Year Graduate,Male,NS,,Report,"Tables, graphs or figures, Methodology section, Problem-solution pattern, Discussion of results section, Reference to sources"
MEC.G3.03.1,Stretchable Electronics,Mechanical Engineering,Third Year Graduate,Male,NNS,Hindi,Report,"Literature review section, Reference to sources"
NRE.G0.01.1,Senior Honors Thesis: Factors influencing zooplankton community assemblage,Natural Resources,Final Year Undergraduate,Female,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Reference to sources"
NRE.G0.02.1,The World Bank and IMF: Broken but Worth Fixing,Natural Resources,Final Year Undergraduate,Male,NS,,Essay,
NRE.G0.02.2,The New Green Revolution: Positive or Negative?,Natural Resources,Final Year Undergraduate,Male,NS,,Critique,
NRE.G0.02.3,Stiglitz and the UNDP: Differing Perspectives,Natural Resources,Final Year Undergraduate,Male,NS,,Critique,
NRE.G0.03.1,Economics: One of the Many Components of Sustainability,Natural Resources,Final Year Undergraduate,Male,NS,,Essay,
NRE.G0.03.2,Ecology Research Paper,Natural Resources,Final Year Undergraduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NRE.G0.04.1,The American Landscape: A Personal Reflection from a Bike Seat,Natural Resources,Final Year Undergraduate,Female,NS,,CreativeWriting,Reference to sources
NRE.G0.05.1,"The Role of Corporations in the American Public Health Crisis Over Nutrition, Diet, and Diet Related Diseases",Natural Resources,Final Year Undergraduate,Female,NS,,Report,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NRE.G0.06.1,Environmental Justice Movement in SE Asia &amp; The US,Natural Resources,Final Year Undergraduate,Male,NS,,Report,"Abstract, Reference to sources"
NRE.G0.07.1,Nicotine as a Toxicant,Natural Resources,Final Year Undergraduate,Female,NS,,Report,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NRE.G0.08.1,Urban Planning Memo,Natural Resources,Final Year Undergraduate,Female,NNS,Vietnamese,Report,"Tables, graphs or figures"
NRE.G0.09.1,Bear Valley Structural Analysis,Natural Resources,Final Year Undergraduate,Female,NS,,Report,"Abstract, Methodology section, Tables, graphs or figures"
NRE.G0.10.1,Acid Mine Drainage,Natural Resources,Final Year Undergraduate,Male,NS,,Critique,"Abstract, Literature review section, Problem-solution pattern, Discussion of results section, Reference to sources"
NRE.G0.11.1,Materials and the Environment,Natural Resources,Final Year Undergraduate,Male,NS,,Essay,"Abstract, Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NRE.G1.01.1,Coal-to-Liquids Policy Memo,Natural Resources,First Year Graduate,Male,NS,,Report,Reference to sources
NRE.G1.02.1,Uniformity in the Food System,Natural Resources,First Year Graduate,Female,NS,,Essay,
NRE.G1.03.1,Emeral Ash Boror,Natural Resources,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.04.1,Managing Conflicts in Agroforestry,Natural Resources,First Year Graduate,Male,NS,,Report,Reference to sources
NRE.G1.05.1,Propoerty Rights and Decentralization of Forest Management in India,Natural Resources,First Year Graduate,Male,NNS,Hindi,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.06.1,Conflict Management: Maine's Moosehead Lake,Natural Resources,First Year Graduate,Female,NS,,Report,Reference to sources
NRE.G1.07.1,Secondary Plant Compounds of Quaking Aspen (Populus tremuloides): A Review,Natural Resources,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.08.1,Renewable Transportation Fuels - 2007 Energy Bill,Natural Resources,First Year Graduate,Female,NS,,Report,Reference to sources
NRE.G1.09.1,Forest Stewardship Council Certification,Natural Resources,First Year Graduate,Female,NS,,Report,
NRE.G1.10.1,Food Web Ecology,Natural Resources,First Year Graduate,Male,NS,,Proposal,
NRE.G1.10.2,Assessment and Comparison of Five Different Michigan Streams,Natural Resources,First Year Graduate,Male,NS,,Report,
NRE.G1.11.1,Comparison of Five Michigan Streams,Natural Resources,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures"
NRE.G1.12.1,Renewable Energy Expert Report,Natural Resources,First Year Graduate,Male,NS,,Report,"Definitions, Tables, graphs or figures, Reference to sources"
NRE.G1.14.1,The Northern Rockies Ecosystem Protection Act,Natural Resources,First Year Graduate,Female,NS,,Report,Reference to sources
NRE.G1.14.2,Executive Order on Off-Road Vehicle Use,Natural Resources,First Year Graduate,Female,NS,,Critique,
NRE.G1.15.1,Created Wetlands,Natural Resources,First Year Graduate,Female,NS,,Report,"Definitions, Tables, graphs or figures, Reference to sources"
NRE.G1.15.2,Integrated Assessment Final,Natural Resources,First Year Graduate,Female,NS,,Report,Problem-solution pattern
NRE.G1.16.1,Conflict Management: MBTA Term Paper,Natural Resources,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.17.1,My Landscape Cultural History,Natural Resources,First Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.18.1,Sewage Treatment and the Need for Regulation,Natural Resources,First Year Graduate,Male,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures"
NRE.G1.18.2,Farmland Conversion in California,Natural Resources,First Year Graduate,Male,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.19.1,Offshore Drilling Issue Network,Natural Resources,First Year Graduate,Male,NS,,Report,Reference to sources
NRE.G1.20.1,GIS Multi-criteria Analysis Lab,Natural Resources,First Year Graduate,Male,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NRE.G1.21.1,Conservation of Red Squirrel,Natural Resources,First Year Graduate,Female,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NRE.G1.22.1,Species Conservation Lab Report,Natural Resources,First Year Graduate,Female,NS,,Report,"Abstract, Tables, graphs or figures, Methodology section, Definitions, Discussion of results section, Reference to sources"
NRE.G1.22.2,Paper review for Fluvial Ecosystems,Natural Resources,First Year Graduate,Female,NS,,Essay,Reference to sources
NRE.G1.23.1,Snow Leopard Conservation,Natural Resources,First Year Graduate,Female,NS,,Report,"Abstract, Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
NRE.G1.24.1,Global Warming and Vegetation Types,Natural Resources,First Year Graduate,Male,NS,,Report,"Methodology section, Tables, graphs or figures, Reference to sources"
NRE.G1.24.2,Ancestral Roots Research Paper: The Farm,Natural Resources,First Year Graduate,Male,NS,,Report,"Tables, graphs or figures, Reference to sources"
NRE.G1.25.1,Arid Land Restoration,Natural Resources,First Year Graduate,Female,NS,,Report,Reference to sources
NRE.G1.26.1,Issue Network,Natural Resources,First Year Graduate,Female,NS,,Report,"Definitions, Tables, graphs or figures, Reference to sources"
NRE.G1.27.1,Dissolved Oxygen effected by pollution,Natural Resources,First Year Graduate,Male,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures"
NRE.G1.27.2,Florida Panther population stabilization tactics,Natural Resources,First Year Graduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Methodology section, Definitions, Discussion of results section, Reference to sources"
NRE.G1.27.3,"Invasive species, Purple Loosestrife",Natural Resources,First Year Graduate,Male,NS,,Report,Reference to sources
NRE.G1.27.4,CO2 sequestration,Natural Resources,First Year Graduate,Male,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
NRE.G1.28.1,Garden Grant Proposal,Natural Resources,First Year Graduate,Female,NS,,Proposal,"Abstract, Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NRE.G1.29.1,Local people mobilization for China's Reforestation Project,Natural Resources,First Year Graduate,Female,NNS,Chinese,Report,"Abstract, Discussion of results section, Reference to sources"
NRE.G1.30.1,Individual Exploratory: Yoga,Natural Resources,First Year Graduate,Female,NS,,Report,
NRE.G1.31.1,Policy decision memo,Natural Resources,First Year Graduate,Female,NNS,Thai,Essay,
NRE.G2.01.1,The Future of Sustainability,Natural Resources,Second Year Graduate,Male,NS,,Critique,
NRE.G2.02.1,Brownfield Remediation and Community Revitalization,Natural Resources,Second Year Graduate,Female,NS,,Report,"Abstract, Methodology section, Discussion of results section, Reference to sources"
NRE.G2.03.1,A Critique of Minnesota's Lakeshore Development Policy,Natural Resources,Second Year Graduate,Male,NS,,Report,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NRE.G2.04.1,Degredation of the Mesoamerican Reef,Natural Resources,Second Year Graduate,Female,NS,,Report,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NRE.G2.05.1,From Sabotage to Sandwiches - The Transformation of Conflict in the Clackamas River Watershed,Natural Resources,Second Year Graduate,Male,NS,,Report,Reference to sources
NRE.G2.07.1,Impact on atmospheric carbon dioxide levels: Sequestration vs. reduced emissions,Natural Resources,Second Year Graduate,Female,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NRE.G2.08.1,Environmental improvement example,Natural Resources,Second Year Graduate,Female,NNS,Thai,Report,Reference to sources
NRE.G3.01.1,Modeling Top-Down and Bottom-Up Effects on Estuarine Food Webs,Natural Resources,Third Year Graduate,Male,NS,,ResearchPaper,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NRE.G3.02.1,Policy Decision Memo,Natural Resources,Third Year Graduate,Female,NS,,Essay,Reference to sources
NUR.G0.01.1,Case Study Analysis of Emergency Contraception Can Reveal Characteristics of Society as a Whole,Nursing,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
NUR.G0.02.1,Family Paper: An Invitation into the World,Nursing,Final Year Undergraduate,Female,NS,,Report,"Discussion of results section, Tables, graphs or figures, Reference to sources"
NUR.G0.03.1,What Women Want: Comprehensive Contraceptive Coverage,Nursing,Final Year Undergraduate,Female,NNS,Tamil,Essay,Reference to sources
NUR.G0.04.1,Socially-Constructed Stress on Women's Health,Nursing,Final Year Undergraduate,Female,NNS,Mandarin,Essay,
NUR.G0.05.1,High-Risk Antepartum Case Study,Nursing,Final Year Undergraduate,Female,NS,,Report,Reference to sources
NUR.G0.06.1,Community Aggregate Paper,Nursing,Final Year Undergraduate,Female,NS,,Report,"Tables, graphs or figures, Problem-solution pattern, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G0.07.1,Registered Nurse Satisfaction with Nurse Technician Delegation,Nursing,Final Year Undergraduate,Female,NS,,Report,"Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G0.08.1,Psychiatric Nursing Case Study,Nursing,Final Year Undergraduate,Female,NS,,Report,Reference to sources
NUR.G0.09.1,Hand Hygiene Project ,Nursing,Final Year Undergraduate,Female,NS,,Report,"Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G0.10.1,Management Paper - Wound Documentation ,Nursing,Final Year Undergraduate,Female,NS,,Report,Reference to sources
NUR.G0.11.1,Postpartum Exercise and Activity,Nursing,Final Year Undergraduate,Female,NS,,Report,"Literature review section, Reference to sources"
NUR.G0.12.1,An Aggregate-Based Diabetes Prevention Project,Nursing,Final Year Undergraduate,Female,NS,,Proposal,"Discussion of results section, Reference to sources"
NUR.G0.13.1,HIV education intervention,Nursing,Final Year Undergraduate,Female,NS,,ResearchPaper,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NUR.G0.14.1,Mother-to-Child Transmission of AIDS,Nursing,Final Year Undergraduate,Female,NS,,Report,"Discussion of results section, Literature review section, Reference to sources"
NUR.G0.15.1,Circumcision: Challenging a Social Norm,Nursing,Final Year Undergraduate,Female,NS,,Essay,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
NUR.G0.15.2,Inadequate Activity: Assessment and Intervention,Nursing,Final Year Undergraduate,Female,NS,,ResearchPaper,"Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G0.16.1,A Call For Change: Racial Disparities in Infant Mortality Rates,Nursing,Final Year Undergraduate,Female,NS,,Report,Reference to sources
NUR.G0.17.1,Children at the Expense of Our Health?,Nursing,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
NUR.G1.01.1,The Critique of Bracht's Community Analysis,Nursing,First Year Graduate,Female,NNS,Mandarin,Report,"Definitions, Reference to sources"
NUR.G1.02.1,"Interrelationship of Theory, Research, &amp; Practice",Nursing,First Year Graduate,Female,NS,,Report,Reference to sources
NUR.G1.02.2,A Concept Analysis of Trust,Nursing,First Year Graduate,Female,NS,,Report,"Definitions, Literature review section, Reference to sources"
NUR.G1.03.1,Effects of Environmental Manipulation in Congestive Heart Failure,Nursing,First Year Graduate,Male,NS,,Report,"Tables, graphs or figures, Reference to sources"
NUR.G1.04.1,Practice Paradigm in Nursing,Nursing,First Year Graduate,Female,NNS,Romanian,Report,Reference to sources
NUR.G1.04.2,Practice Paradigm in Nursing: From Theory to Practice,Nursing,First Year Graduate,Female,NNS,Romanian,Report,Reference to sources
NUR.G1.05.1,Autism and Vaccines: Where does the Evidence Stand?,Nursing,First Year Graduate,Female,NS,,Report,"Literature review section, Reference to sources"
NUR.G1.06.1,Top Ten U.S. Health Problems,Nursing,First Year Graduate,Female,NS,,Report,Reference to sources
NUR.G1.07.1,Value in Health Care,Nursing,First Year Graduate,Female,NNS,Bengali,Essay,Reference to sources
NUR.G1.08.1,Improving patient value in health care,Nursing,First Year Graduate,Female,NS,,Report,"Definitions, Problem-solution pattern, Reference to sources"
NUR.G2.01.1,The 10 most effective life strategies,Nursing,Second Year Graduate,Female,NS,,Report,"Problem-solution pattern, Reference to sources"
NUR.G2.02.1,Family and Chronic Illness: A Home Visit,Nursing,Second Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Reference to sources"
NUR.G2.03.1,Reflection &amp; Analysis Critique on a Client with Chronic Illness,Nursing,Second Year Graduate,Female,NNS,Korean,Report,"Problem-solution pattern, Literature review section, Reference to sources"
NUR.G2.03.2,Bipolar disorder management plan,Nursing,Second Year Graduate,Female,NNS,Korean,Proposal,"Definitions, Methodology section, Reference to sources"
NUR.G2.03.3,Integrated Literature Review and Proposal for Provide-Patient Interaction,Nursing,Second Year Graduate,Female,NNS,Korean,Proposal,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
NUR.G2.03.4,Interaction Model of Client Health Behavior and Womanist Thought,Nursing,Second Year Graduate,Female,NNS,Korean,Report,"Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G2.04.1,Nursing Minimum Data Sets and Gadamer's Hermeneutic Philosophy of Language,Nursing,Second Year Graduate,Female,NS,,Report,"Problem-solution pattern, Literature review section, Reference to sources"
NUR.G2.05.1,Adolescent Condom Use and the Theory of Planned Behavior,Nursing,Second Year Graduate,Female,NNS,Unknown,Report,"Literature review section, Reference to sources"
NUR.G3.01.1,A Model to Test the Effectiveness of Standardized Nursing Terminologies in Electronic Medical Records,Nursing,Third Year Graduate,Female,NS,,Proposal,"Methodology section, Tables, graphs or figures, Literature review section, Reference to sources"
NUR.G3.02.1,Parent Question Paper,Nursing,Third Year Graduate,Female,NS,,Report,Reference to sources
NUR.G3.03.1,Family Caregivers of Recurrent Breast Cancer Patients: Factors Affecting Perceived Burden,Nursing,Third Year Graduate,Female,NS,,Report,"Tables, graphs or figures, Literature review section, Reference to sources"
NUR.G3.04.1,Colon Therapy: Science or Pseudoscience?,Nursing,Third Year Graduate,Female,NS,,Report,"Definitions, Reference to sources"
NUR.G3.05.1,KASE-AQ Pediatric,Nursing,Third Year Graduate,Female,NS,,ResearchPaper,"Abstract, Tables, graphs or figures, Methodology section, Discussion of results section, Literature review section, Reference to sources"
NUR.G3.06.1,Research protocol for dissertation research,Nursing,Third Year Graduate,Female,NNS,Urdu,Proposal,"Methodology section, Tables, graphs or figures, Discussion of results section"
PHI.G0.01.1,George Schlesinger and Pascal's Wager,Philosophy,Final Year Undergraduate,Female,NS,,Critique,Reference to sources
PHI.G0.02.1,Aristotle on Friendship,Philosophy,Final Year Undergraduate,Male,NS,,Critique,Reference to sources
PHI.G0.02.2,Explaining Locke's Primary and Secondary Qualities,Philosophy,Final Year Undergraduate,Male,NS,,Critique,"Definitions, Problem-solution pattern, Reference to sources"
PHI.G0.02.3,Two Distinctions in Kant,Philosophy,Final Year Undergraduate,Male,NS,,Report,Reference to sources
PHI.G0.03.1,Grice's Analysis of Metaphor and Irony,Philosophy,Final Year Undergraduate,Female,NS,,Report,"Definitions, Reference to sources"
PHI.G0.04.1,The Morality of Commonality and Agent-Specific Restrictions,Philosophy,Final Year Undergraduate,Male,NS,,Report,Reference to sources
PHI.G0.04.2,Moral Approval and Disapproval,Philosophy,Final Year Undergraduate,Male,NS,,Essay,Reference to sources
PHI.G0.05.1,The Pits and Folds of Religious Tolerance,Philosophy,Final Year Undergraduate,Male,NS,,Essay,Reference to sources
PHI.G0.06.1,Examining Socrates' Desire Theory,Philosophy,Final Year Undergraduate,Female,NS,,Critique,
PHI.G0.06.2,Pleonexia and Socrates&#8217; Republic,Philosophy,Final Year Undergraduate,Female,NS,,Critique,Reference to sources
PHI.G0.06.3,The Meaning of Wrong,Philosophy,Final Year Undergraduate,Female,NS,,Report,
PHI.G0.06.4,The Embezzlement Problem,Philosophy,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
PHI.G0.06.5,The Evaluative Role of Pain,Philosophy,Final Year Undergraduate,Female,NS,,ResponsePaper,
PHI.G0.06.6,Emotivism and Solomon's Theory of Emotions,Philosophy,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
PHI.G0.06.7,Gilbert and Directions of Correspondence: a Critique of Velleman,Philosophy,Final Year Undergraduate,Female,NS,,Critique,
PHI.G0.06.8,Reliabilism as a theory of justification,Philosophy,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
PHI.G0.07.1,"Hypothetical Imperatives, Moral Imperatives, and the Objectivity of Values",Philosophy,Final Year Undergraduate,Male,NS,,Essay,Reference to sources
PHI.G0.07.2,The Doctrine of Double Effect and Intuitions Regarding Hiroshima and Nagasaki,Philosophy,Final Year Undergraduate,Male,NS,,Essay,Reference to sources
PHI.G0.08.1,The Cartesian Circle,Philosophy,Final Year Undergraduate,Male,NS,,Report,Reference to sources
PHI.G0.08.2,Reliabilism as a theory of knowledge,Philosophy,Final Year Undergraduate,Male,NS,,Report,Reference to sources
PHI.G0.09.1,Kant's Transcendental Aesthetic,Philosophy,Final Year Undergraduate,Female,NS,,Critique,
PHI.G0.10.1,Music and Negative Emotion,Philosophy,Final Year Undergraduate,Female,NS,,Critique,
PHI.G0.11.1,Final Cause and Necessity in Nature,Philosophy,Final Year Undergraduate,Male,NS,,Report,Reference to sources
PHI.G0.12.1,Homosexuality and Marriage,Philosophy,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
PHI.G0.13.1,"The Chinese Room, and What it Takes to Build a Mind",Philosophy,Final Year Undergraduate,Male,NS,,Critique,Reference to sources
PHI.G0.14.1,Early Fetuses and Constitutional Rights,Philosophy,Final Year Undergraduate,Female,NS,,Essay,Reference to sources
PHI.G0.15.1,Transaction Ethics,Philosophy,Final Year Undergraduate,Female,NNS,Bosnian,Essay,Reference to sources
PHI.G0.16.1,Basic Frameworks of Moral Justification and Hierarchy of Human Needs,Philosophy,Final Year Undergraduate,Female,NNS,Chinese,Essay,Reference to sources
PHI.G0.17.1,The composition of the Earth,Philosophy,Final Year Undergraduate,Female,NS,,Report,Reference to sources
